,key,typ,process,shared_edges,extra_edges,TPR_edges,FPR_edges,shared_nodes,extra_nodes,TPR_nodes,FPR_nodes
14,pruning_edges_auto/ioi_vertex_prior/0.0003-0.005-0.3,ioi_vertex_prior,pruning_edges_auto,434,379,0.24519774011299436,0.011664768705179896,22,70,0.8461538461538461,0.4861111111111111
15,pruning_edges_auto/ioi_vertex_prior/0.0005-0.005-0.3,ioi_vertex_prior,pruning_edges_auto,386,232,0.21807909604519773,0.007140438890769752,21,53,0.8076923076923077,0.3680555555555556
16,pruning_edges_auto/ioi_vertex_prior/0.0002-0.005-0.3,ioi_vertex_prior,pruning_edges_auto,623,929,0.3519774011299435,0.028592533316918533,24,106,0.9230769230769231,0.7361111111111112
17,pruning_edges_auto/ioi_edges_unif/0.0007,ioi_edges_unif,pruning_edges_auto,168,46,0.09491525423728814,0.0014157766766181403,14,11,0.5384615384615384,0.0763888888888889
18,pruning_edges_auto/ioi_edges_unif/0.0002,ioi_edges_unif,pruning_edges_auto,299,136,0.16892655367231638,0.004185774522175371,18,27,0.6923076923076923,0.1875
19,pruning_edges_auto/ioi_edges_unif/0.0001,ioi_edges_unif,pruning_edges_auto,383,230,0.21638418079096045,0.007078883383090702,19,36,0.7307692307692307,0.25
20,pruning_edges_auto/ioi_edges_unif/7e-05,ioi_edges_unif,pruning_edges_auto,488,437,0.27570621468926554,0.013449878427872333,20,50,0.7692307692307693,0.3472222222222222
21,pruning_edges_auto/ioi_edges_unif/0.001,ioi_edges_unif,pruning_edges_auto,140,35,0.07909604519774012,0.0010772213843833678,13,10,0.5,0.06944444444444445
22,pruning_edges_auto/ioi_edges_unif/0.00015,ioi_edges_unif,pruning_edges_auto,343,148,0.19378531073446328,0.004555107568249669,20,23,0.7692307692307693,0.1597222222222222
23,pruning_edges_auto/ioi_edges_unif/0.0005,ioi_edges_unif,pruning_edges_auto,192,67,0.10847457627118644,0.002062109507248161,13,15,0.5,0.10416666666666667
24,pruning_edges_auto/ioi_edges_unif/0.002,ioi_edges_unif,pruning_edges_auto,89,22,0.05028248587570622,0.0006771105844695454,10,7,0.38461538461538464,0.04861111111111111
25,pruning_edges_auto/ioi_edges_unif/5e-05,ioi_edges_unif,pruning_edges_auto,542,545,0.30621468926553674,0.01677387584254101,23,60,0.8846153846153846,0.4166666666666667
26,acdc_ioi_runs/0.00025,acdc_ioi_runs,acdc_ioi_runs,557,486,0.31468926553672316,0.014957988366009048,25,49,0.9615384615384616,0.3402777777777778
27,acdc_ioi_runs/0.0001,acdc_ioi_runs,acdc_ioi_runs,677,862,0.3824858757062147,0.02653042380967037,25,61,0.9615384615384616,0.4236111111111111
28,acdc_ioi_runs/manual,acdc_ioi_runs,acdc_ioi_runs,963,0,0.5440677966101695,0.0,26,0,1.0,0.0
29,acdc_ioi_runs/0.00075,acdc_ioi_runs,acdc_ioi_runs,393,211,0.22203389830508474,0.006494106060139731,25,28,0.9615384615384616,0.19444444444444445
30,acdc_ioi_runs/0.0005,acdc_ioi_runs,acdc_ioi_runs,454,288,0.25649717514124293,0.00886399310578314,24,38,0.9230769230769231,0.2638888888888889
31,acdc_ioi_runs/7.5e-05,acdc_ioi_runs,acdc_ioi_runs,733,1118,0.41412429378531074,0.03440952879258872,25,74,0.9615384615384616,0.5138888888888888
32,acdc_ioi_runs/0.002,acdc_ioi_runs,acdc_ioi_runs,284,105,0.16045197740112993,0.0032316641531501033,25,22,0.9615384615384616,0.1527777777777778
33,acdc_ioi_runs/0.003,acdc_ioi_runs,acdc_ioi_runs,241,74,0.13615819209039548,0.0022775537841248344,25,15,0.9615384615384616,0.10416666666666667
34,eap_ioi_runs/0.013,eap_ioi_runs,eap_ioi_runs,566,542,0.319774011299435,0.016681542581022436,26,65,1.0,0.4513888888888889
35,eap_ioi_runs/0.05,eap_ioi_runs,eap_ioi_runs,194,25,0.1096045197740113,0.0007694438459881198,20,7,0.7692307692307693,0.04861111111111111
36,eap_ioi_runs/0.01,eap_ioi_runs,eap_ioi_runs,613,687,0.3463276836158192,0.02114431688775353,26,70,1.0,0.4861111111111111
37,eap_ioi_runs/0.04,eap_ioi_runs,eap_ioi_runs,287,88,0.16214689265536722,0.0027084423378781817,22,21,0.8461538461538461,0.14583333333333334
38,eap_ioi_runs/0.07,eap_ioi_runs,eap_ioi_runs,138,10,0.07796610169491526,0.0003077775383952479,18,3,0.6923076923076923,0.020833333333333332
39,eap_ioi_runs/0.02,eap_ioi_runs,eap_ioi_runs,454,294,0.25649717514124293,0.009048659628820288,23,45,0.8846153846153846,0.3125
