,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0_manual,,26,963,0.0632891418412327,1.0,0.6825396825396826,0.6452442159383034,0.5678807947019867,0.5269541778975741,0.4974039460020768,0.5950155763239875,0.6355140186915887,0.7905405405405406,0.7214611872146118,0.64,0.5,0.4839044652128764,0.5233644859813084,0.6086956521739131,0.6081632653061224,0.4617117117117117,0.3359273670557717,0.3239875389408099,0.4953271028037383,0.7567567567567568,0.7371428571428571,0.7336448598130841,0.6833976833976834,0.6436781609195402,0.6456211812627292,0.5774877650897227,0.48,0.5077881619937694,0.5631067961165048,0.4600246002460024,0.5181723779854621,0.5430944963655244,0.5337487019730011,0.8669724770642202,0.7493540051679587,0.6512738853503185,0.612668743509865,0.6344755970924195,0.8276220145379024
1,acdc_ioi_runs,0.003,40,315,0.0981134112924337,0.6825396825396826,1.0,0.926984126984127,0.9047619047619048,0.907936507936508,0.9206349206349206,0.946031746031746,0.9523809523809524,0.5540540540540541,0.4931506849315068,0.4698412698412698,0.6730158730158731,0.7841269841269841,0.8253968253968254,0.3608695652173913,0.3265306122448979,0.3142857142857143,0.3746031746031746,0.3809523809523809,0.5174603174603175,0.5585585585585585,0.44,0.4392523364485981,0.3706563706563706,0.419047619047619,0.4666666666666667,0.4984126984126984,0.5873015873015873,0.6126984126984127,0.4698412698412698,0.4476190476190476,0.5682539682539682,0.6158730158730159,0.6063492063492063,0.3394495412844037,0.3142857142857143,0.4158730158730159,0.5841269841269842,0.6571428571428571,0.8158730158730159
2,acdc_ioi_runs,0.002,47,389,0.0834921400994062,0.6452442159383034,0.926984126984127,1.0,0.9023136246786632,0.8997429305912596,0.9074550128534704,0.9280205655526992,0.9254498714652956,0.5743243243243243,0.5388127853881278,0.464,0.6478149100257069,0.7609254498714653,0.8020565552699229,0.4130434782608695,0.3795918367346939,0.2982005141388175,0.365038560411311,0.3753213367609254,0.519280205655527,0.6216216216216216,0.5028571428571429,0.5,0.4324324324324324,0.4087403598971722,0.4498714652956298,0.4884318766066838,0.5912596401028277,0.6066838046272494,0.4447300771208226,0.4447300771208226,0.5655526992287918,0.6118251928020566,0.5809768637532133,0.4128440366972477,0.3100775193798449,0.416452442159383,0.570694087403599,0.6452442159383034,0.8097686375321337
3,acdc_ioi_runs,0.00075,53,604,0.0718464603647589,0.5678807947019867,0.9047619047619048,0.9023136246786632,1.0,0.8923841059602649,0.9089403973509934,0.9370860927152318,0.9470198675496688,0.722972972972973,0.6757990867579908,0.6053333333333333,0.554635761589404,0.6705298013245033,0.7168874172185431,0.4869565217391304,0.4653061224489795,0.3310810810810811,0.3096026490066225,0.3509933774834437,0.4917218543046358,0.7207207207207207,0.6228571428571429,0.5934579439252337,0.555984555984556,0.4942528735632184,0.4745417515274949,0.4304635761589404,0.5380794701986755,0.5513245033112583,0.369205298013245,0.4072847682119205,0.5049668874172185,0.5629139072847682,0.5298013245033113,0.4770642201834862,0.3927648578811369,0.3708609271523179,0.5115894039735099,0.5960264900662252,0.7996688741721855
4,acdc_ioi_runs,0.0005,62,742,0.066640462167561,0.5269541778975741,0.907936507936508,0.8997429305912596,0.8923841059602649,1.0,0.9097035040431268,0.9299191374663072,0.9433962264150944,0.7837837837837838,0.7442922374429224,0.6986666666666667,0.5336927223719676,0.6388140161725068,0.6792452830188679,0.5304347826086957,0.4897959183673469,0.3716216216216216,0.2951482479784366,0.3436657681940701,0.4811320754716981,0.7747747747747747,0.6342857142857142,0.6355140186915887,0.6023166023166023,0.5471264367816092,0.5234215885947047,0.464926590538336,0.4959568733153638,0.5336927223719676,0.401294498381877,0.3773584905660377,0.4743935309973046,0.522911051212938,0.5161725067385444,0.5045871559633027,0.4263565891472868,0.3917197452229299,0.4811320754716981,0.568733153638814,0.7911051212938005
5,acdc_ioi_runs,0.00025,74,1043,0.0556214986369013,0.4974039460020768,0.9206349206349206,0.9074550128534704,0.9089403973509934,0.9097035040431268,1.0,0.909875359539789,0.9348034515819752,0.831081081081081,0.8082191780821918,0.7786666666666666,0.6176470588235294,0.5532118887823586,0.6021093000958773,0.6130434782608696,0.563265306122449,0.4391891891891892,0.3424124513618677,0.3289070480081716,0.4506232023010546,0.8378378378378378,0.7371428571428571,0.7242990654205608,0.7065637065637066,0.6574712643678161,0.639511201629328,0.5840130505709625,0.4972972972972973,0.4707574304889741,0.4935275080906149,0.4255842558425584,0.4304889741131352,0.4937679769894535,0.4832214765100671,0.5871559633027523,0.4883720930232558,0.4570063694267516,0.4256951102588686,0.5129434324065196,0.7181208053691275
6,acdc_ioi_runs,0.0001,86,1539,0.0531752813607454,0.5950155763239875,0.946031746031746,0.9280205655526992,0.9370860927152318,0.9299191374663072,0.909875359539789,1.0,0.8960363872644574,0.945945945945946,0.9269406392694064,0.888,0.7647058823529411,0.6669675090252708,0.6184615384615385,0.7086956521739131,0.6938775510204082,0.5337837837837838,0.4319066147859922,0.4228804902962206,0.3970110461338531,0.8918918918918919,0.8457142857142858,0.8084112149532711,0.8108108108108109,0.767816091954023,0.7331975560081466,0.6884176182707994,0.614054054054054,0.5639374425022999,0.5776699029126213,0.4993849938499385,0.3593242365172189,0.424301494476933,0.4178037686809616,0.6697247706422018,0.58656330749354,0.5382165605095541,0.4761904761904761,0.4418453541260558,0.6400259909031839
7,acdc_ioi_runs,7.5e-05,99,1851,0.0455496970564126,0.6355140186915887,0.9523809523809524,0.9254498714652956,0.9470198675496688,0.9433962264150944,0.9348034515819752,0.8960363872644574,1.0,0.972972972972973,0.958904109589041,0.928,0.8061497326203209,0.7111913357400722,0.6746153846153846,0.7608695652173914,0.7061224489795919,0.5743243243243243,0.48378728923476,0.466802860061287,0.3765532144786602,0.945945945945946,0.8628571428571429,0.8271028037383178,0.8455598455598455,0.8,0.7739307535641547,0.7389885807504079,0.6464864864864864,0.6016559337626495,0.6229773462783171,0.5424354243542435,0.4052835051546392,0.3943661971830985,0.3903508771929824,0.7247706422018348,0.6253229974160207,0.5668789808917197,0.5141093474426808,0.4312573443008226,0.5975148568341437
8,eap_ioi_runs,0.07,21,148,0.1775136701762676,0.7905405405405406,0.5540540540540541,0.5743243243243243,0.722972972972973,0.7837837837837838,0.831081081081081,0.945945945945946,0.972972972972973,1.0,1.0,1.0,1.0,1.0,1.0,0.2432432432432432,0.2094594594594594,0.2702702702702703,0.3175675675675675,0.4391891891891892,0.5675675675675675,0.3243243243243243,0.2905405405405405,0.3445945945945945,0.3648648648648648,0.5067567567567568,0.5472972972972973,0.5608108108108109,0.6148648648648649,0.6891891891891891,0.4932432432432432,0.5472972972972973,0.6283783783783784,0.722972972972973,0.6554054054054054,0.2162162162162162,0.2837837837837837,0.4594594594594595,0.7094594594594594,0.75,0.9054054054054054
9,eap_ioi_runs,0.05,27,219,0.150448053330183,0.7214611872146118,0.4931506849315068,0.5388127853881278,0.6757990867579908,0.7442922374429224,0.8082191780821918,0.9269406392694064,0.958904109589041,1.0,1.0,1.0,1.0,1.0,1.0,0.2465753424657534,0.2054794520547945,0.2602739726027397,0.3287671232876712,0.4246575342465753,0.5616438356164384,0.4684684684684684,0.3428571428571428,0.3504672897196261,0.3607305936073059,0.4840182648401826,0.5205479452054794,0.54337899543379,0.6255707762557078,0.6621004566210046,0.4794520547945205,0.5205479452054794,0.6210045662100456,0.7031963470319634,0.6164383561643836,0.2201834862385321,0.3013698630136986,0.4520547945205479,0.6894977168949772,0.7488584474885844,0.9041095890410958
