,key1,pruning_vertices_auto/ioi_with_mlp/0.005,pruning_vertices_auto/ioi_with_mlp/0.007,pruning_vertices_auto/ioi_with_mlp/0.01,pruning_vertices_auto/ioi_with_mlp/0.015,pruning_vertices_auto/ioi_with_mlp/0.02,pruning_vertices_auto/ioi_with_mlp/0.003,pruning_edges_auto/ioi_edges/0.0007,pruning_edges_auto/ioi_edges/0.0002,pruning_edges_auto/ioi_edges/0.0003,pruning_edges_auto/ioi_edges/0.0001,pruning_edges_auto/ioi_edges/0.001,pruning_edges_auto/ioi_edges/0.0005,pruning_edges_auto/ioi_vertex_prior/0.00015-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0001-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0003-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0005-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0002-0.005-0.3,pruning_edges_auto/ioi_edges_unif/0.0007,pruning_edges_auto/ioi_edges_unif/0.0002,pruning_edges_auto/ioi_edges_unif/0.0001,pruning_edges_auto/ioi_edges_unif/7e-05,pruning_edges_auto/ioi_edges_unif/0.001,pruning_edges_auto/ioi_edges_unif/0.00015,pruning_edges_auto/ioi_edges_unif/0.0005,pruning_edges_auto/ioi_edges_unif/0.002,pruning_edges_auto/ioi_edges_unif/5e-05,acdc_ioi_runs/0.00025,acdc_ioi_runs/0.0001,acdc_ioi_runs/manual,acdc_ioi_runs/0.00075,acdc_ioi_runs/0.0005,acdc_ioi_runs/7.5e-05,acdc_ioi_runs/0.002,acdc_ioi_runs/0.003,eap_ioi_runs/0.013,eap_ioi_runs/0.05,eap_ioi_runs/0.01,eap_ioi_runs/0.04,eap_ioi_runs/0.07,eap_ioi_runs/0.02
0,pruning_vertices_auto/ioi_with_mlp/0.005,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.5769230769230769,1.0,0.8846153846153846,1.0,0.5384615384615384,0.6923076923076923,1.0,1.0,0.9615384615384616,0.9615384615384616,1.0,0.64,0.8461538461538461,0.8461538461538461,0.8846153846153846,0.6956521739130435,0.8846153846153846,0.7692307692307693,0.7647058823529411,1.0,0.9615384615384616,1.0,0.6153846153846154,0.8846153846153846,0.9615384615384616,1.0,0.9230769230769231,0.8461538461538461,0.9615384615384616,0.6923076923076923,0.9615384615384616,0.8076923076923077,0.6666666666666666,0.9230769230769231
1,pruning_vertices_auto/ioi_with_mlp/0.007,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.5789473684210527,1.0,0.8947368421052632,1.0,0.5789473684210527,0.6842105263157895,1.0,1.0,1.0,0.9473684210526315,1.0,0.6842105263157895,0.8421052631578947,0.8947368421052632,0.9473684210526315,0.7368421052631579,0.8947368421052632,0.7894736842105263,0.6470588235294118,1.0,1.0,1.0,0.7894736842105263,0.9473684210526315,1.0,1.0,0.9473684210526315,0.8947368421052632,1.0,0.7894736842105263,1.0,0.8947368421052632,0.6842105263157895,0.9473684210526315
2,pruning_vertices_auto/ioi_with_mlp/0.01,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,0.5833333333333334,0.9166666666666666,0.9166666666666666,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.75,0.9166666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334
3,pruning_vertices_auto/ioi_with_mlp/0.015,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.875,0.625,0.875
4,pruning_vertices_auto/ioi_with_mlp/0.02,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.8,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
5,pruning_vertices_auto/ioi_with_mlp/0.003,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.5263157894736842,0.9090909090909091,0.7727272727272727,1.0,0.6060606060606061,0.5681818181818182,0.9772727272727273,1.0,0.9090909090909091,0.7272727272727273,0.9772727272727273,0.8,0.6818181818181818,0.7727272727272727,0.8181818181818182,0.8260869565217391,0.7906976744186046,0.8571428571428571,0.9411764705882353,0.9545454545454546,0.8636363636363636,0.9090909090909091,0.8076923076923077,0.7727272727272727,0.8409090909090909,0.9318181818181818,0.75,0.775,0.9090909090909091,0.8888888888888888,0.9090909090909091,0.7441860465116279,0.9047619047619048,0.8181818181818182
6,pruning_edges_auto/ioi_edges/0.0007,0.5769230769230769,0.5789473684210527,0.5833333333333334,0.75,0.6,0.5263157894736842,1.0,0.9736842105263158,0.8947368421052632,1.0,0.6666666666666666,0.7368421052631579,0.9210526315789473,0.9473684210526315,0.7105263157894737,0.7894736842105263,0.9210526315789473,0.68,0.6842105263157895,0.6842105263157895,0.7894736842105263,0.7391304347826086,0.6052631578947368,0.6785714285714286,0.6470588235294118,0.8157894736842105,0.7631578947368421,0.8157894736842105,0.4230769230769231,0.631578947368421,0.6578947368421053,0.8421052631578947,0.5789473684210527,0.4473684210526316,0.868421052631579,0.37037037037037035,0.868421052631579,0.42105263157894735,0.38095238095238093,0.6842105263157895
7,pruning_edges_auto/ioi_edges/0.0002,1.0,1.0,0.9166666666666666,1.0,1.0,0.9090909090909091,0.9736842105263158,1.0,0.9036144578313253,0.9805825242718447,0.9090909090909091,0.9482758620689655,0.9611650485436893,0.9805825242718447,0.75,0.8513513513513513,0.9514563106796117,0.96,0.9333333333333333,0.8727272727272727,0.9,0.9565217391304348,0.9069767441860465,0.9642857142857143,0.9411764705882353,0.8554216867469879,0.8378378378378378,0.813953488372093,0.9230769230769231,0.8867924528301887,0.8387096774193549,0.8080808080808081,0.8936170212765957,0.9,0.8131868131868132,0.9259259259259259,0.8020833333333334,0.8604651162790697,1.0,0.8382352941176471
8,pruning_edges_auto/ioi_edges/0.0003,0.8846153846153846,0.8947368421052632,0.9166666666666666,1.0,1.0,0.7727272727272727,0.8947368421052632,0.9036144578313253,1.0,1.0,0.8484848484848485,0.7931034482758621,0.963855421686747,0.9759036144578314,0.7228915662650602,0.7162162162162162,0.9397590361445783,0.88,0.8,0.7272727272727273,0.7142857142857143,0.9565217391304348,0.7441860465116279,0.9285714285714286,0.9411764705882353,0.7108433734939759,0.6891891891891891,0.6987951807228916,0.7692307692307693,0.6792452830188679,0.6612903225806451,0.8072289156626506,0.723404255319149,0.7,0.7831325301204819,0.8148148148148148,0.8192771084337349,0.7906976744186046,0.8095238095238095,0.7352941176470589
9,pruning_edges_auto/ioi_edges/0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9805825242718447,1.0,1.0,1.0,1.0,0.9307692307692308,0.9538461538461539,0.8913043478260869,0.9459459459459459,0.9076923076923077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9879518072289156,0.972972972972973,0.9534883720930233,1.0,0.9622641509433962,0.9516129032258065,0.9393939393939394,0.9574468085106383,0.95,0.978021978021978,1.0,0.96875,0.9767441860465116,1.0,0.9705882352941176
