,key1,pruning_edges_auto/ioi_clipped_edges/0.0007,pruning_edges_auto/ioi_clipped_edges/0.0002,pruning_edges_auto/ioi_clipped_edges/0.0003,pruning_edges_auto/ioi_clipped_edges/0.0001,pruning_edges_auto/ioi_clipped_edges/0.001,pruning_edges_auto/ioi_clipped_edges/0.0005,pruning_edges_auto/ioi_clipped_edges/5e-05,pruning_vertices_auto/ioi_with_mlp/0.005,pruning_vertices_auto/ioi_with_mlp/0.007,pruning_vertices_auto/ioi_with_mlp/0.01,pruning_vertices_auto/ioi_with_mlp/0.015,pruning_vertices_auto/ioi_with_mlp/0.02,pruning_vertices_auto/ioi_with_mlp/0.003,pruning_edges_auto/ioi_vertex_prior/0.0003-0.003-0.2,pruning_edges_auto/ioi_vertex_prior/0.0003-0.007-0.5,pruning_edges_auto/ioi_vertex_prior/0.0002-0.007-0.5,pruning_edges_auto/ioi_vertex_prior/0.0002-0.003-0.5,pruning_edges_auto/ioi_vertex_prior/0.0005-0.015-0.2,pruning_edges_auto/ioi_vertex_prior/0.0002-0.003-0.2,pruning_edges_auto/ioi_vertex_prior/0.0003-0.015-0.2,pruning_edges_auto/ioi_vertex_prior/0.0002-0.015-0.5,pruning_edges_auto/ioi_vertex_prior/0.0005-0.003-0.2,pruning_edges_auto/ioi_vertex_prior/0.0003-0.003-0.5,pruning_edges_auto/ioi_vertex_prior/0.0005-0.007-0.5,pruning_edges_auto/ioi_vertex_prior/0.0005-0.007-0.2,pruning_edges_auto/ioi_vertex_prior/0.0005-0.015-0.5,pruning_edges_auto/ioi_vertex_prior/0.0001-0.007-0.5,pruning_edges_auto/ioi_vertex_prior/0.0001-0.003-0.2,pruning_edges_auto/ioi_vertex_prior/0.0001-0.003-0.5,pruning_edges_auto/ioi_vertex_prior/0.0001-0.007-0.2,pruning_edges_auto/ioi_vertex_prior/0.0003-0.015-0.5,pruning_edges_auto/ioi_vertex_prior/0.0002-0.015-0.2,pruning_edges_auto/ioi_vertex_prior/0.0001-0.015-0.5,pruning_edges_auto/ioi_vertex_prior/0.0005-0.003-0.5,pruning_edges_auto/ioi_vertex_prior/0.0003-0.007-0.2,pruning_edges_auto/ioi_vertex_prior/0.0001-0.015-0.2,pruning_edges_auto/ioi_vertex_prior/0.0002-0.007-0.2,pruning_edges_auto/ioi_iter/0.0007,pruning_edges_auto/ioi_iter/0.0002,pruning_edges_auto/ioi_iter/0.0003,pruning_edges_auto/ioi_iter/0.0001,pruning_edges_auto/ioi_iter/0.0004,pruning_edges_auto/ioi_iter/7e-05,pruning_edges_auto/ioi_iter/0.001,pruning_edges_auto/ioi_iter/0.00015,pruning_edges_auto/ioi_iter/0.0005,pruning_edges_auto/ioi_iter/0.002,pruning_edges_auto/ioi_iter/5e-05,acdc_ioi_runs/0.005,acdc_ioi_runs/0.00075,acdc_ioi_runs/0.01,acdc_ioi_runs/0.03,acdc_ioi_runs/0.0005,acdc_ioi_runs/0.002,acdc_ioi_runs/0.0075,acdc_ioi_runs/0.003,pruning_vertices_auto/ioi_manual/manual
0,pruning_edges_auto/ioi_clipped_edges/0.0007,1.0,0.9565217391304348,0.8478260869565217,0.9782608695652174,0.6,0.6521739130434783,1.0,0.5333333333333333,0.6,0.6,0.6923076923076923,0.875,0.5,0.7608695652173914,0.5434782608695652,0.6304347826086957,0.8043478260869565,0.5833333333333334,0.782608695652174,0.4883720930232558,0.55,0.4782608695652174,0.6956521739130435,0.5,0.4222222222222222,0.55,0.782608695652174,0.9130434782608695,0.9347826086956522,0.9347826086956522,0.5625,0.6086956521739131,0.6521739130434783,0.4782608695652174,0.5869565217391305,0.8260869565217391,0.7391304347826086,0.9130434782608695,0.9782608695652174,0.8913043478260869,1.0,0.9347826086956522,1.0,0.8043478260869565,1.0,0.9130434782608695,0.7608695652173914,1.0,0.475,0.4782608695652174,0.47368421052631576,0.5,0.5652173913043478,0.45652173913043476,0.43243243243243246,0.45,0.38461538461538464
1,pruning_edges_auto/ioi_clipped_edges/0.0002,0.9565217391304348,1.0,0.90625,0.9838709677419355,0.9,0.95,0.9838709677419355,0.9,0.88,0.9,0.8461538461538461,1.0,0.925,0.9042553191489362,0.8928571428571429,0.8666666666666667,0.8962264150943396,0.9583333333333334,0.8962264150943396,0.8604651162790697,0.95,0.9107142857142857,0.8735632183908046,0.8888888888888888,0.8444444444444444,0.8,0.8888888888888888,0.9274193548387096,0.8951612903225806,0.860655737704918,0.90625,0.9178082191780822,0.9176470588235294,0.9433962264150944,0.9137931034482759,0.8990825688073395,0.8902439024390244,0.9516129032258065,0.9838709677419355,0.9596774193548387,1.0,0.9838709677419355,0.9919354838709677,0.8770491803278688,1.0,0.9596774193548387,0.8962264150943396,1.0,0.875,0.8490566037735849,0.9473684210526315,0.9375,0.8387096774193549,0.8723404255319149,0.918918918918919,0.875,0.8846153846153846
2,pruning_edges_auto/ioi_clipped_edges/0.0003,0.8478260869565217,0.90625,1.0,0.9895833333333334,0.9,0.8166666666666667,0.9895833333333334,0.8666666666666667,0.88,0.9,1.0,1.0,0.825,0.7446808510638298,0.8392857142857143,0.8,0.7916666666666666,0.8333333333333334,0.7708333333333334,0.813953488372093,0.8,0.8035714285714286,0.735632183908046,0.8611111111111112,0.7777777777777778,0.9,0.78125,0.90625,0.90625,0.9166666666666666,0.875,0.7808219178082192,0.7647058823529411,0.8113207547169812,0.7931034482758621,0.8125,0.7560975609756098,0.9479166666666666,0.9895833333333334,0.9375,0.9895833333333334,0.96875,1.0,0.8854166666666666,1.0,0.9583333333333334,0.7916666666666666,1.0,0.825,0.8301886792452831,0.868421052631579,0.875,0.8064516129032258,0.8297872340425532,0.8108108108108109,0.8,0.8461538461538461
3,pruning_edges_auto/ioi_clipped_edges/0.0001,0.9782608695652174,0.9838709677419355,0.9895833333333334,1.0,1.0,0.9833333333333333,0.9785714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.9893617021276596,1.0,0.9866666666666667,0.9905660377358491,1.0,0.9905660377358491,1.0,1.0,0.9821428571428571,1.0,1.0,1.0,1.0,0.98989898989899,0.9769230769230769,0.984,0.9672131147540983,1.0,0.9863013698630136,0.9882352941176471,1.0,0.9827586206896551,0.981651376146789,0.9878048780487805,0.9708029197080292,0.9857142857142858,0.9710144927536232,0.9928571428571429,0.9785714285714285,0.9928571428571429,0.9754098360655737,1.0,0.9710144927536232,0.9811320754716981,1.0,0.975,0.9811320754716981,1.0,1.0,0.9838709677419355,0.9787234042553191,1.0,0.975,1.0
4,pruning_edges_auto/ioi_clipped_edges/0.001,0.6,0.9,0.9,1.0,1.0,0.75,1.0,0.5,0.5,0.4,0.46153846153846156,0.5,0.65,0.95,0.8,0.75,1.0,0.4,1.0,0.9,0.6,0.75,0.9,0.65,0.65,0.55,0.95,1.0,1.0,0.95,0.55,0.7,0.9,0.6,0.6,1.0,0.7,0.9,1.0,0.95,1.0,1.0,1.0,0.95,1.0,1.0,0.85,1.0,0.5,0.6,0.55,0.4375,0.65,0.5,0.5,0.5,0.45
5,pruning_edges_auto/ioi_clipped_edges/0.0005,0.6521739130434783,0.95,0.8166666666666667,0.9833333333333333,0.75,1.0,1.0,0.6333333333333333,0.68,0.75,0.8461538461538461,1.0,0.525,0.75,0.625,0.7166666666666667,0.8333333333333334,0.75,0.7666666666666667,0.5813953488372093,0.55,0.5178571428571429,0.7833333333333333,0.6388888888888888,0.6444444444444445,0.8,0.75,0.95,0.9166666666666666,0.9333333333333333,0.625,0.6,0.6833333333333333,0.5660377358490566,0.6379310344827587,0.85,0.7333333333333333,0.95,1.0,0.9166666666666666,1.0,0.9833333333333333,1.0,0.8833333333333333,1.0,0.9666666666666667,0.8333333333333334,1.0,0.6,0.5283018867924528,0.6052631578947368,0.625,0.5166666666666667,0.5319148936170213,0.5945945945945946,0.6,0.5384615384615384
6,pruning_edges_auto/ioi_clipped_edges/5e-05,1.0,0.9838709677419355,0.9895833333333334,0.9785714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9893617021276596,1.0,0.9866666666666667,0.9905660377358491,1.0,1.0,1.0,1.0,1.0,0.9885057471264368,1.0,0.9777777777777777,1.0,0.98989898989899,0.9923076923076923,0.992,0.9918032786885246,1.0,0.9863013698630136,0.9882352941176471,1.0,1.0,0.9908256880733946,1.0,0.9854014598540146,0.9858156028368794,0.9855072463768116,1.0,0.9787234042553191,0.9929078014184397,0.9836065573770492,1.0,0.9855072463768116,0.9811320754716981,1.0,1.0,1.0,1.0,1.0,0.9838709677419355,1.0,1.0,1.0,1.0
7,pruning_vertices_auto/ioi_with_mlp/0.005,0.5333333333333333,0.9,0.8666666666666667,1.0,0.5,0.6333333333333333,1.0,1.0,0.96,1.0,1.0,0.875,1.0,0.9666666666666667,0.8666666666666667,0.9,1.0,0.5833333333333334,0.9666666666666667,0.6666666666666666,0.7,0.9666666666666667,0.9666666666666667,0.9333333333333333,0.7666666666666667,0.8,1.0,1.0,1.0,0.9666666666666667,0.6333333333333333,0.8,0.9,1.0,0.7666666666666667,0.9333333333333333,0.9,0.8666666666666667,0.9666666666666667,0.8333333333333334,1.0,0.9333333333333333,1.0,0.8333333333333334,1.0,0.9,0.8333333333333334,1.0,0.7666666666666667,0.9,0.8,0.75,0.9333333333333333,0.8666666666666667,0.7666666666666667,0.8,0.6538461538461539
8,pruning_vertices_auto/ioi_with_mlp/0.007,0.6,0.88,0.88,1.0,0.5,0.68,1.0,0.96,1.0,1.0,1.0,0.875,0.96,0.96,0.96,0.96,1.0,0.5833333333333334,0.96,0.76,0.84,0.92,1.0,1.0,0.88,0.8,1.0,1.0,1.0,1.0,0.76,0.8,0.92,0.96,0.88,0.92,0.92,0.84,0.96,0.8,1.0,0.92,1.0,0.8,1.0,0.88,0.8,1.0,0.76,0.88,0.76,0.5625,0.96,0.84,0.76,0.76,0.52
9,pruning_vertices_auto/ioi_with_mlp/0.01,0.6,0.9,0.9,1.0,0.4,0.75,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.95,1.0,1.0,0.6,0.95,0.75,0.85,0.95,1.0,1.0,0.9,0.75,1.0,1.0,1.0,1.0,0.85,0.95,0.95,1.0,0.85,0.95,0.9,0.85,1.0,0.75,1.0,0.9,1.0,0.8,1.0,0.9,0.85,1.0,0.8,0.9,0.8,0.5,1.0,0.9,0.8,0.8,0.55
