,key,typ,process,shared_edges,extra_edges,TPR_edges,FPR_edges,shared_nodes,extra_nodes,TPR_nodes,FPR_nodes
22,pruning_edges_auto/ioi_vertex_prior/0.0003-0.003-0.5,ioi_vertex_prior,pruning_edges_auto,491,404.0,0.2774011299435028,0.012434212551168016,24,63,0.9230769230769231,0.4375
23,pruning_edges_auto/ioi_vertex_prior/0.0005-0.007-0.5,ioi_vertex_prior,pruning_edges_auto,285,113.0,0.16101694915254236,0.0034778861838663014,16,20,0.6153846153846154,0.1388888888888889
24,pruning_edges_auto/ioi_vertex_prior/0.0005-0.007-0.2,ioi_vertex_prior,pruning_edges_auto,201,154.0,0.1135593220338983,0.004739774091286818,12,33,0.46153846153846156,0.22916666666666666
25,pruning_edges_auto/ioi_vertex_prior/0.0005-0.015-0.5,ioi_vertex_prior,pruning_edges_auto,160,48.0,0.0903954802259887,0.00147733218429719,9,11,0.34615384615384615,0.0763888888888889
26,pruning_edges_auto/ioi_vertex_prior/0.0001-0.007-0.5,ioi_vertex_prior,pruning_edges_auto,556,613.0,0.31412429378531076,0.018866763103628698,25,74,0.9615384615384616,0.5138888888888888
27,pruning_edges_auto/ioi_vertex_prior/0.0001-0.003-0.2,ioi_vertex_prior,pruning_edges_auto,645,1028.0,0.3644067796610169,0.03163953094703149,26,104,1.0,0.7222222222222222
28,pruning_edges_auto/ioi_vertex_prior/0.0001-0.003-0.5,ioi_vertex_prior,pruning_edges_auto,746,1035.0,0.4214689265536723,0.03185497522390816,25,100,0.9615384615384616,0.6944444444444444
29,pruning_edges_auto/ioi_vertex_prior/0.0001-0.007-0.2,ioi_vertex_prior,pruning_edges_auto,493,790.0,0.27853107344632766,0.024314425533224587,26,96,1.0,0.6666666666666666
30,pruning_edges_auto/ioi_vertex_prior/0.0003-0.015-0.5,ioi_vertex_prior,pruning_edges_auto,230,75.0,0.12994350282485875,0.0023083315379643595,13,19,0.5,0.13194444444444445
31,pruning_edges_auto/ioi_vertex_prior/0.0002-0.015-0.2,ioi_vertex_prior,pruning_edges_auto,252,217.0,0.1423728813559322,0.0066787725831768795,17,56,0.6538461538461539,0.3888888888888889
32,pruning_edges_auto/ioi_vertex_prior/0.0001-0.015-0.5,ioi_vertex_prior,pruning_edges_auto,343,302.0,0.19378531073446328,0.009294881659536488,20,65,0.7692307692307693,0.4513888888888889
33,pruning_edges_auto/ioi_vertex_prior/0.0005-0.003-0.5,ioi_vertex_prior,pruning_edges_auto,353,194.0,0.19943502824858758,0.005970884244867809,22,31,0.8461538461538461,0.2152777777777778
34,pruning_edges_auto/ioi_vertex_prior/0.0003-0.007-0.2,ioi_vertex_prior,pruning_edges_auto,254,221.0,0.14350282485875707,0.006801883598534979,14,44,0.5384615384615384,0.3055555555555556
35,pruning_edges_auto/ioi_vertex_prior/0.0001-0.015-0.2,ioi_vertex_prior,pruning_edges_auto,301,550.0,0.17005649717514124,0.016927764611738637,22,87,0.8461538461538461,0.6041666666666666
36,pruning_edges_auto/ioi_vertex_prior/0.0002-0.007-0.2,ioi_vertex_prior,pruning_edges_auto,331,342.0,0.18700564971751413,0.010525991813117478,19,63,0.7307692307692307,0.4375
37,pruning_edges_auto/ioi_iter/0.0007,ioi_iter,pruning_edges_auto,440,1927.0,0.24858757062146894,0.059308731648764275,25,112,0.9615384615384616,0.7777777777777778
38,pruning_edges_auto/ioi_iter/0.0002,ioi_iter,pruning_edges_auto,800,5837.0,0.4519774011299435,0.17964974916130622,26,116,1.0,0.8055555555555556
39,pruning_edges_auto/ioi_iter/0.0003,ioi_iter,pruning_edges_auto,565,3060.0,0.3192090395480226,0.09417992674894586,25,113,0.9615384615384616,0.7847222222222222
40,pruning_edges_auto/ioi_iter/0.0001,ioi_iter,pruning_edges_auto,840,6857.0,0.4745762711864407,0.2110430580776215,26,117,1.0,0.8125
41,pruning_edges_auto/ioi_iter/0.0004,ioi_iter,pruning_edges_auto,578,3801.0,0.32655367231638416,0.11698624234403374,26,115,1.0,0.7986111111111112
42,pruning_edges_auto/ioi_iter/7e-05,ioi_iter,pruning_edges_auto,974,9668.0,0.5502824858757062,0.29755932412052566,26,117,1.0,0.8125
43,pruning_edges_auto/ioi_iter/0.001,ioi_iter,pruning_edges_auto,413,1668.0,0.23333333333333334,0.051337293404327355,26,96,1.0,0.6666666666666666
44,pruning_edges_auto/ioi_iter/0.00015,ioi_iter,pruning_edges_auto,859,6638.0,0.4853107344632768,0.20430272998676557,26,118,1.0,0.8194444444444444
45,pruning_edges_auto/ioi_iter/0.0005,ioi_iter,pruning_edges_auto,546,2298.0,0.30847457627118646,0.07072727832322798,26,112,1.0,0.7777777777777778
46,pruning_edges_auto/ioi_iter/0.002,ioi_iter,pruning_edges_auto,332,877.0,0.18757062146892656,0.02699209011726324,25,81,0.9615384615384616,0.5625
47,pruning_edges_auto/ioi_iter/5e-05,ioi_iter,pruning_edges_auto,1047,10932.0,0.5915254237288136,0.336462404973685,26,118,1.0,0.8194444444444444
48,acdc_ioi_runs/0.005,acdc_ioi_runs,acdc_ioi_runs,207,72.0,0.11694915254237288,0.002215998276445785,24,16,0.9230769230769231,0.1111111111111111
49,acdc_ioi_runs/0.00075,acdc_ioi_runs,acdc_ioi_runs,393,211.0,0.22203389830508474,0.006494106060139731,25,28,0.9615384615384616,0.19444444444444445
50,acdc_ioi_runs/0.01,acdc_ioi_runs,acdc_ioi_runs,173,63.0,0.09774011299435029,0.0019389984918900618,23,15,0.8846153846153846,0.10416666666666667
51,acdc_ioi_runs/0.03,acdc_ioi_runs,acdc_ioi_runs,63,5.0,0.03559322033898305,0.00015388876919762395,14,2,0.5384615384615384,0.013888888888888888
52,acdc_ioi_runs/0.0005,acdc_ioi_runs,acdc_ioi_runs,454,288.0,0.25649717514124293,0.00886399310578314,24,38,0.9230769230769231,0.2638888888888889
53,acdc_ioi_runs/0.002,acdc_ioi_runs,acdc_ioi_runs,284,105.0,0.16045197740112993,0.0032316641531501033,25,22,0.9615384615384616,0.1527777777777778
54,acdc_ioi_runs/0.0075,acdc_ioi_runs,acdc_ioi_runs,196,61.0,0.11073446327683616,0.0018774429842110124,23,14,0.8846153846153846,0.09722222222222222
55,acdc_ioi_runs/0.003,acdc_ioi_runs,acdc_ioi_runs,241,74.0,0.13615819209039548,0.0022775537841248344,25,15,0.9615384615384616,0.10416666666666667
56,pruning_vertices_auto/ioi_manual/manual,ioi_manual,pruning_vertices_auto,1770,0.0,1.0,0.0,26,0,1.0,0.0
