,key,typ,process,shared_edges,extra_edges,TPR_edges,FPR_edges,shared_nodes,extra_nodes,TPR_nodes,FPR_nodes
0,pruning_edges_auto/ioi_clipped_edges/0.0007,ioi_clipped_edges,pruning_edges_auto,152,131.0,0.08587570621468926,0.004031885752977748,10,36,0.38461538461538464,0.25
1,pruning_edges_auto/ioi_clipped_edges/0.0002,ioi_clipped_edges,pruning_edges_auto,362,789.0,0.20451977401129945,0.024283647779385062,23,101,0.8846153846153846,0.7013888888888888
2,pruning_edges_auto/ioi_clipped_edges/0.0003,ioi_clipped_edges,pruning_edges_auto,278,463.0,0.15706214689265538,0.014250100027699978,22,74,0.8461538461538461,0.5138888888888888
3,pruning_edges_auto/ioi_clipped_edges/0.0001,ioi_clipped_edges,pruning_edges_auto,539,1547.0,0.3045197740112994,0.047613185189744854,26,114,1.0,0.7916666666666666
4,pruning_edges_auto/ioi_clipped_edges/0.001,ioi_clipped_edges,pruning_edges_auto,116,36.0,0.0655367231638418,0.0011079991382228925,9,11,0.34615384615384615,0.0763888888888889
5,pruning_edges_auto/ioi_clipped_edges/0.0005,ioi_clipped_edges,pruning_edges_auto,193,210.0,0.10903954802259887,0.0064633283063002065,14,46,0.5384615384615384,0.3194444444444444
6,pruning_edges_auto/ioi_clipped_edges/5e-05,ioi_clipped_edges,pruning_edges_auto,634,2771.0,0.3581920903954802,0.0852851558893232,26,115,1.0,0.7986111111111112
7,pruning_vertices_auto/ioi_with_mlp/0.005,ioi_with_mlp,pruning_vertices_auto,981,949.0,0.5542372881355933,0.029208088393709027,17,13,0.6538461538461539,0.09027777777777778
8,pruning_vertices_auto/ioi_with_mlp/0.007,ioi_with_mlp,pruning_vertices_auto,704,685.0,0.3977401129943503,0.02108276138007448,13,12,0.5,0.08333333333333333
9,pruning_vertices_auto/ioi_with_mlp/0.01,ioi_with_mlp,pruning_vertices_auto,576,433.0,0.3254237288135593,0.013326767412514234,11,9,0.4230769230769231,0.0625
10,pruning_vertices_auto/ioi_with_mlp/0.015,ioi_with_mlp,pruning_vertices_auto,350,160.0,0.1977401129943503,0.004924440614323966,8,5,0.3076923076923077,0.034722222222222224
11,pruning_vertices_auto/ioi_with_mlp/0.02,ioi_with_mlp,pruning_vertices_auto,164,102.0,0.09265536723163842,0.0031393308916315287,4,4,0.15384615384615385,0.027777777777777776
12,pruning_vertices_auto/ioi_with_mlp/0.003,ioi_with_mlp,pruning_vertices_auto,1216,1976.0,0.6870056497175141,0.06081684158690099,20,20,0.7692307692307693,0.1388888888888889
13,pruning_edges_auto/ioi_vertex_prior/0.0003-0.003-0.2,ioi_vertex_prior,pruning_edges_auto,428,376.0,0.24180790960451978,0.011572435443661322,23,71,0.8846153846153846,0.4930555555555556
14,pruning_edges_auto/ioi_vertex_prior/0.0003-0.007-0.5,ioi_vertex_prior,pruning_edges_auto,371,224.0,0.2096045197740113,0.0068942168600535534,17,39,0.6538461538461539,0.2708333333333333
15,pruning_edges_auto/ioi_vertex_prior/0.0002-0.007-0.5,ioi_vertex_prior,pruning_edges_auto,447,340.0,0.25254237288135595,0.010464436305438429,21,54,0.8076923076923077,0.375
16,pruning_edges_auto/ioi_vertex_prior/0.0002-0.003-0.5,ioi_vertex_prior,pruning_edges_auto,638,577.0,0.36045197740112994,0.017758763965405804,26,80,1.0,0.5555555555555556
17,pruning_edges_auto/ioi_vertex_prior/0.0005-0.015-0.2,ioi_vertex_prior,pruning_edges_auto,171,48.0,0.09661016949152543,0.00147733218429719,8,16,0.3076923076923077,0.1111111111111111
18,pruning_edges_auto/ioi_vertex_prior/0.0002-0.003-0.2,ioi_vertex_prior,pruning_edges_auto,472,550.0,0.26666666666666666,0.016927764611738637,24,82,0.9230769230769231,0.5694444444444444
19,pruning_edges_auto/ioi_vertex_prior/0.0003-0.015-0.2,ioi_vertex_prior,pruning_edges_auto,195,113.0,0.11016949152542373,0.0034778861838663014,12,31,0.46153846153846156,0.2152777777777778
20,pruning_edges_auto/ioi_vertex_prior/0.0002-0.015-0.5,ioi_vertex_prior,pruning_edges_auto,255,127.0,0.1440677966101695,0.003908774737619649,12,28,0.46153846153846156,0.19444444444444445
21,pruning_edges_auto/ioi_vertex_prior/0.0005-0.003-0.2,ioi_vertex_prior,pruning_edges_auto,329,157.0,0.18587570621468927,0.004832107352805392,21,35,0.8076923076923077,0.24305555555555555
