,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0.024374072,-0.039028917,0.03137719,0.028611446,-0.0020606178,0.0061577326,0.0021086491,-0.047483128,0.039598435,0.035654757,0.037442904,0.0133608645,0.0024186487,0.012520202,0.01937793,-0.021829272,0.041561663,-0.011566072,0.0045344317,0.01050512,0.023346273,0.010127601,0.03697268,0.011132997,0.014456099,-0.013832185,0.05110057,0.005187217,-0.027564166,0.042705778,0.115249954,0.037674002,0.085143596,0.03502671,0.077518694,0.039525125,-0.083170645,0.024345316,0.008877196,0.016321512,-0.0032105471,0.0015966982,0.00952689,-0.011862987,0.030458935,-0.042282578,-0.0866234
1,0.009798872,-0.0010512309,0.0024605358,0.0017935652,0.0062895482,0.009818809,0.00690353,0.00698095,0.009928927,0.0064174673,0.019545007,0.007625031,0.0060324087,0.0070919464,0.0057639293,0.0013278158,0.019732647,0.008571393,0.030263823,0.014516345,0.022732338,0.019592963,0.029023875,0.022734342,0.024670947,0.036376096,0.014747456,0.023662047,0.028247988,0.042726763,0.046932384,0.020980751,0.034129355,0.02339469,0.046644207,0.017583204,0.0213593,0.011406447,0.015269022,0.022644501,0.012677102,0.02885134,0.024970055,0.008925241,0.017026909,0.008976998,0.0061246445
2,0.023449482,-0.0047896407,0.011051409,0.008077151,-0.06162954,-0.01203268,-0.01719567,-0.0110492185,-0.015136243,-0.022906315,-0.009119995,0.024608418,-0.037518743,-0.0076520154,0.01624631,-0.007086204,0.03980243,-0.0011901604,-0.0091915885,-0.020735512,-0.00084460847,0.017540062,0.017831035,-0.01174952,-0.017298844,0.003703427,-0.040400855,-0.014439074,0.038898353,0.011124303,-0.0340266,-0.076619156,-0.0056145727,-0.05560927,0.05536455,-0.015223223,0.04915563,-0.11988093,-0.03480002,-0.011529296,-0.040258914,-0.026974946,0.009302549,0.0060142814,-0.014896708,0.00032616893,-0.009974811
3,0.012160487,0.009872305,0.0050530513,0.00090255565,0.019091321,0.006885428,0.012301765,0.01402978,0.0061673364,0.0023807103,0.007964016,0.006984058,0.012217126,-0.0008995218,0.007803134,0.008223281,0.0048087165,0.0134976115,0.015392132,0.0020870762,-0.0019757813,0.021898855,0.008208156,0.0032826858,0.007335385,0.011002076,0.0101198135,0.0037058154,0.013832858,0.014918892,0.010504528,0.025388367,0.0174254,0.022317879,0.018894888,0.023953144,0.025249468,0.021871414,0.026125645,0.013320891,0.014058991,-0.0026329395,0.0057943086,-0.0028073892,-0.011386605,-0.019422425,-0.023767654
4,-0.046278905,-0.0026831136,-0.08305487,-0.045502234,0.01063389,-0.11759495,-0.116126694,0.0068652197,0.031997986,-0.011738163,0.0013294461,-0.016172098,-0.014102979,-0.0037884312,0.03353478,-0.0064165387,0.011574486,0.0031581123,0.017572444,0.009338152,-0.00031436523,-0.0017653323,0.024401676,-0.012366405,0.001333086,0.00032362292,-0.014009322,0.016680826,0.03116393,-0.014290958,-0.0041351733,-0.043748997,0.03643051,0.010204999,0.01233697,0.014504561,-0.010852415,0.026751544,-0.006382488,0.017536031,-0.08937724,0.0014115921,0.050377596,0.013102334,-0.0009999528,-0.0040426226,0.037298217
5,0.028024087,-0.012829337,0.02536617,0.017361175,0.012626965,0.018760419,0.01557021,0.01578129,0.002487599,0.0018062188,0.009718867,-0.0012802827,0.006772026,0.0127413105,0.00844492,0.008628195,0.008397219,0.013496318,0.007824372,0.017180147,0.00071496604,0.008370319,0.0046400805,0.029828971,0.016859721,0.0026101663,0.004809232,0.0052183038,0.007933462,0.008278262,-0.00601102,0.005503573,0.010729407,0.012175425,0.0012159103,-0.0077507757,0.0036859896,0.0055142553,0.0042023496,0.011835868,0.007877836,0.0039778175,-0.0019342619,-0.00028128567,0.008719575,-0.0015858412,0.0057494575
6,0.22074334,0.033142332,-0.04777474,0.019709747,0.009061059,0.021490324,0.027543098,-0.013623993,0.011225118,0.03165966,-0.0023047153,-0.0050972053,0.0072211097,0.047497556,-0.0023064427,0.020693246,-0.010570863,-0.018956326,-0.029148664,-0.027025595,-0.0058210054,0.018704806,-0.0050560837,0.0011922732,-0.0009292363,-0.011720193,0.018464105,0.018076794,-0.0012765808,-0.013271116,-0.0042973207,0.002109173,-0.028175013,-0.028096432,-0.017498985,0.010488265,-0.03096136,0.009461607,-0.00043245763,-0.0058231847,0.037990857,0.005923403,0.031385597,0.0056679808,0.020691428,-0.0030708967,0.025955187
7,0.25122455,0.20278813,0.14125334,0.055339046,0.056386165,0.014756384,0.026093503,0.02903697,0.021680584,0.03384158,0.028824946,0.018243933,0.039284606,0.0329044,0.032787595,0.029543871,0.027630674,0.020287534,0.029141396,0.020358805,0.031788006,0.023662781,0.018791823,0.014880989,0.018905565,0.014221217,0.014573378,0.015041267,-0.00072162075,0.009325823,0.0016809967,0.010248232,0.01151394,0.0020568073,0.004480454,0.011522435,-7.9732585e-05,0.0018020959,-0.00045585827,-0.0010530297,-0.0027948846,0.005694993,0.0006151649,0.00036322512,0.002772343,0.0069850343,0.0006939567
8,0.021642659,0.032843836,0.030317573,-0.0025647897,-0.027478006,-0.0023516687,-0.0534416,-0.03538371,-0.123947464,0.04408795,0.008096637,0.010853275,0.052327547,0.054100856,-0.00833163,-0.0096062105,-0.00045218592,0.04427454,-0.020177217,-0.025395384,-0.0038575602,-0.003960747,0.03913769,0.019207455,-0.002753726,-0.020071287,-0.0017713554,0.03308928,0.0020005477,0.006899116,-0.012397208,0.008903799,0.0027864983,-0.016022924,-0.008869066,-0.031390302,0.008234856,-0.014909969,-0.0036014302,0.018682305,0.058414746,-0.058286652,-0.01504511,-0.050928425,-0.012817286,0.031627715,-0.0016499457
9,0.031159736,-0.027261753,0.03403776,0.026806751,0.018321168,0.03306628,0.01102018,0.022365838,0.0021879794,0.02401315,0.025139332,0.011463237,0.021877427,0.023792118,0.013772344,0.027053675,0.023198754,0.012307138,0.021304334,0.018335978,0.017743653,0.016014233,0.019676281,0.031123845,0.0051725227,0.01104109,0.0056412676,0.008012407,0.014167688,0.030650651,0.017055996,0.0077617927,0.018481303,0.012091721,0.0007105427,0.00816625,0.009537454,-0.0011048436,0.007433812,0.014686673,-0.005491473,0.003950453,0.013976267,0.0113391485,1.9693682e-05,0.0026951234,0.008448699
10,0.70660335,0.13609286,0.05878117,-0.0012619831,0.021187784,0.060817905,0.0072554573,-0.007701381,-0.005191949,0.030075172,-0.0008915194,0.008125993,0.032429352,0.010173896,-0.02681532,0.0016964676,0.0016764229,0.022291241,0.028046845,-0.08976757,0.010287392,-0.031874917,0.0056158057,-0.025906863,-0.010694621,0.04396311,0.004959952,0.021342907,-0.02285639,0.0207582,-0.0024809118,-0.023903785,0.023618648,-0.035293404,-0.024934825,-0.0069731474,-0.0030765873,0.03553186,0.02982481,0.050937727,-0.050154407,-0.004785865,0.009095187,0.020867305,-0.0001374054,-0.0182942,0.010966294
11,0.69907284,0.49019122,0.2893154,0.104630195,0.08629456,0.048800528,0.057990525,0.061159547,0.051092394,0.05509373,0.05284425,0.047783118,0.07100682,0.05527184,0.072503716,0.05981128,0.042204317,0.045538157,0.0638442,0.041828208,0.043578897,0.039873015,0.03330044,0.0035296099,0.03974127,0.018372776,0.018384458,0.017092254,0.012667628,0.014950654,0.009687029,-0.002803951,0.014681164,0.007885183,0.0041237692,-0.0049446123,-0.008644561,-0.011598288,0.0074588642,0.0008770223,-0.011855187,0.005732024,-0.005295145,-0.004422144,0.008484415,0.011440776,0.0116615305
12,-0.080023386,0.01727515,0.054622293,0.009107552,-0.008001901,0.040578276,0.015553272,-0.0005805822,-0.07510497,0.02092538,0.00084000407,-0.013065284,0.011483184,0.0059332955,0.04712505,0.02493073,0.020572126,-0.0011789199,0.057136294,-0.014529182,-0.040735655,0.0141198775,0.034561746,0.039695296,0.10910487,0.11725097,0.13127647,0.08816466,0.40346903,0.3868491,0.37810794,0.34088695,0.43231082,0.41156748,0.37498853,0.16998991,0.07063835,0.10533016,0.08276906,0.1657618,0.09120988,0.2167136,0.12930699,0.0581479,0.13428175,-0.059088346,-0.07919624
13,0.008904228,0.0107496595,-0.0012481945,0.011503129,0.006246355,0.014728848,0.0038704884,0.015326599,0.005139409,0.013361458,0.023477387,0.01778101,0.032078207,0.014500783,0.028151477,0.04601318,0.04008745,0.055863246,0.061113257,0.06848138,0.08948755,0.077704035,0.10250729,0.12193966,0.10552437,0.11843798,0.1342291,0.15372567,0.18486384,0.19527592,0.20515409,0.19761243,0.1980796,0.15818213,0.16113256,0.123431265,0.103831425,0.06032958,0.05481084,0.057605017,0.074046336,0.06960847,0.055855364,0.061075885,0.045362934,0.033777043,0.026400173
14,-0.0442928,0.0020829425,-0.021113629,0.0077764643,0.002638398,-0.010100697,0.067943454,-0.0060613854,-0.10715929,-0.015566158,0.004619334,-0.026010863,0.035609424,0.006271425,0.010408875,-0.03613931,-0.0067047733,-0.011870914,-0.0015442603,0.011808141,0.007814146,0.030561982,-0.00607693,0.03516132,0.03040711,-0.014534541,-0.016553763,-0.10472556,0.032469187,0.05292662,0.012979816,0.004032784,0.04546091,0.09445769,-0.16750398,0.062250596,0.16538619,0.11797573,0.022306794,0.010900164,0.0023085012,0.019862598,0.0009226132,-0.0046930006,-0.03156274,-0.04347021,-0.031227343
15,0.0032317233,-0.007638695,0.008052648,-0.0027125336,0.003102489,0.00704053,0.0033757752,-0.0046061645,0.0012283267,-0.0014211207,0.008734072,0.013055534,-0.006515269,-0.0061483956,0.0067886775,0.012270045,0.0109660225,0.008544619,0.016269008,0.00873024,0.008802941,0.0012509936,0.0129885385,0.02288582,0.024396205,0.033140145,0.031196028,0.025168594,0.03817693,0.040678877,0.055728704,0.06719237,0.071855,0.08891553,0.085376635,0.081987225,0.09566682,0.067792,0.0582416,0.033280265,0.008392815,-0.014050245,-0.029906025,-0.07044808,-0.05957083,-0.060608767,-0.067754604
16,0.118456565,0.13229477,0.04366671,0.047753327,0.009649588,0.04248933,-0.00478173,-0.017240478,-0.07818283,-0.044453785,0.037432626,0.050914127,0.005370715,0.009392673,0.01272286,0.01924417,0.005863746,-0.020564105,0.028122153,-0.011756046,0.0026394038,0.028960511,0.07449065,0.052633207,-0.02901567,-0.0023289982,-0.0031482754,0.0031445916,0.08111365,0.015127112,-0.0010773616,0.018315556,0.052005775,7.499511e-05,0.008699553,-0.12888245,0.0064139664,0.044455606,-0.004016204,0.011401647,0.0043213563,-0.0062900707,0.00448497,-0.018422363,0.041975662,-0.0059587704,0.030963708
17,0.035757165,0.04074164,-0.00061569654,-0.011549512,0.025499506,0.019055625,0.013429007,0.011376484,0.0152726,0.008374699,0.020788586,0.022007613,0.023349471,0.030041413,0.03837996,0.029013166,0.03765356,0.031894986,0.029799784,0.026680628,0.034636118,0.031040015,0.025845053,0.03541404,0.023514653,0.027684834,0.016920816,0.026943963,0.030138832,0.030817615,0.02561043,0.019617606,0.016383404,0.0021006605,0.015954621,0.00292234,-5.3737025e-05,0.009475708,0.007877317,0.004483844,0.005589102,-0.0025133651,0.0037100783,0.013903113,0.0025916018,0.0058376,0.006522555
18,0.35971704,0.37532258,0.25469097,0.19202901,0.09668133,0.109613575,0.069596194,0.098783486,0.049104895,0.00994591,0.017152598,0.05420381,0.025459977,0.050717823,0.08934185,0.0838656,0.08586588,0.0840049,0.08964326,0.10358345,0.06442664,0.04121376,0.111823745,0.025514005,0.058393568,0.016602553,-0.052440044,0.010050865,-0.008131528,-0.035404004,-4.1561743e-05,-0.021231905,-0.02286423,0.008747148,-0.008874655,-0.0151865315,0.0022034566,-0.08669003,0.016753709,-0.07364537,0.010275074,-0.06163157,-0.053159133,0.005649878,-0.037713703,0.0025747078,-0.053197585
19,0.3540392,0.3547823,0.28882456,0.20785631,0.16445282,0.12362825,0.13468708,0.12570076,0.12481065,0.108332396,0.13250688,0.14363943,0.1752998,0.19111659,0.19176061,0.1725079,0.17031083,0.13082737,0.12364212,0.12290746,0.09928657,0.085775465,0.08361121,0.060171146,0.064220384,0.046737634,0.044756662,0.023578135,0.017572857,0.02375681,0.0053827777,0.010855349,0.0057825977,0.012522707,-0.00109848,0.007287345,-0.0010404398,-0.0054548657,-8.821869e-05,-0.0047297054,0.01133814,-0.0014916232,-0.0016396471,-0.0019858654,-0.009289895,-0.0042895307,0.01196177
20,0.10382432,0.15189603,-0.012315031,0.053034287,0.021301756,0.029110424,0.002491834,0.008932032,0.02026641,-0.008849025,-0.013618344,0.023425324,-0.01530631,0.0037564777,0.05296791,0.003472519,-0.002141816,0.0040866113,0.0007727469,-0.025742449,0.014255108,0.0010759772,0.040474672,-0.03055478,-0.016046785,-0.010403675,0.015385393,0.057580546,0.14914094,0.07181069,0.08400499,0.014772383,-0.0016090332,0.005124444,0.0041367575,-0.016979573,0.047063075,0.0062895985,-0.015627393,-0.0230045,0.00940685,0.010891775,-0.012197248,0.024000654,0.0053542107,0.00810453,0.0268601
21,0.0585406,0.07052994,-0.025762333,-0.021107467,0.061439894,0.055486735,0.054181945,0.04707307,0.0370126,0.038963713,0.04125088,0.05264001,0.058188945,0.05234678,0.07829918,0.07063741,0.06249384,0.047291543,0.06197535,0.054823447,0.04258688,0.05300565,0.069001056,0.05503095,0.056265004,0.04773752,0.03832024,0.055313718,0.062195357,0.052893043,0.05508177,0.041529335,0.029507091,0.021066776,0.011955504,0.0034820805,0.016859995,0.008189791,0.004448062,0.020143956,0.020982504,0.007811443,-0.0043036803,0.003051618,0.0031749222,0.0006985248,0.010830587
22,0.8724031,0.8639854,0.8285284,0.5927874,0.36748943,0.24724528,0.25645226,0.19820054,0.15001908,0.14421809,0.09717244,0.128043,0.17699893,0.22496755,0.19008552,0.23254304,0.26358253,0.2473103,0.3557187,0.22534503,0.30990198,0.23602115,0.17149913,0.22440171,0.1478879,0.07939097,0.14015587,0.07237286,0.0009782546,-0.056134734,0.04745659,0.036745843,-0.04466734,-0.038062498,-0.021522801,0.018138273,-0.010930374,0.007672506,0.031065486,0.0008737478,-0.014438026,0.06289339,0.028759956,-0.00012565368,-0.01392207,0.022531,0.03292902
23,0.97286403,0.972577,0.7588376,0.5317004,0.3143964,0.21911132,0.24668682,0.22062606,0.23964928,0.2231276,0.24536338,0.28523588,0.3168163,0.3308882,0.33325085,0.318624,0.30426514,0.26329663,0.24493875,0.21778396,0.19925208,0.17236066,0.14805396,0.12686214,0.11458995,0.094490185,0.08740105,0.05465219,0.05155999,0.037058305,0.0332053,0.022868836,0.016576467,0.020553805,0.020766387,0.0067277034,0.018373227,0.011607227,0.00087664893,0.00896857,0.0021387099,-0.0008989346,-0.0020337203,-0.0049855444,0.0028708852,0.004973853,-0.0019084689
24,0.0040069255,0.011805049,-0.06550673,0.017690111,0.0016531213,0.020876747,-0.0039918865,-0.005433186,0.016257528,0.014371808,-0.098596945,0.01322504,0.040041473,0.021061806,0.014445041,-0.0035370612,-0.16380051,0.030863555,-0.013200954,0.021158768,0.06506055,0.08037614,0.046960622,0.17640965,0.12584755,0.19407094,0.24457575,0.36309445,0.42754215,0.49075124,0.3851643,0.51060647,0.51199055,0.4812365,0.46390578,0.32844585,0.29507354,0.23474842,0.10171807,0.29070872,0.29847303,0.2450829,0.2453904,0.23752268,0.17989536,0.15852289,0.050398502
25,0.008328715,0.007531026,0.01691397,0.010376807,0.0064419573,0.010089306,0.007153105,0.00918723,0.007390456,0.032156307,0.024937052,0.024304848,0.03156149,0.044635907,0.05153532,0.05967645,0.073979445,0.087396026,0.11233048,0.12580633,0.15703978,0.17895508,0.1940967,0.20228586,0.23747739,0.2872893,0.3267554,0.33296257,0.34752828,0.35375518,0.35635433,0.36481306,0.36327064,0.32063106,0.2775504,0.23357816,0.1932405,0.18589899,0.18107866,0.13125879,0.114610575,0.113883235,0.092695065,0.07498984,0.0668021,0.07070361,0.040931694
26,-0.006406689,0.0049827113,0.026554236,-0.007881715,-0.008074362,-0.08846843,0.030256512,-0.011273563,-0.02295578,-0.009617425,-0.001970471,0.019223103,-0.0009116998,-0.13332969,-0.10353057,-0.022611989,-0.10010099,0.031644467,-0.1015749,0.005645742,-0.0031809495,-0.071377926,0.026636597,0.018568218,-0.059291482,-0.009206498,0.034452513,0.0052183005,0.058194958,0.016220808,0.07002678,0.06663577,0.16906889,0.12791567,0.23340479,0.18576623,0.2154243,0.114081874,0.03319714,0.015237294,0.021019032,-0.039038476,-0.038325068,-0.095660545,-0.072184965,-0.011691051,-0.049664438
27,0.0021401888,0.007322487,-0.00925717,0.00654603,-0.0013263461,0.0026225147,0.0058807177,0.012315006,0.0060770046,-0.001282633,0.00029975397,0.0045993216,0.011353208,0.008109357,0.021222059,0.008851616,-0.009088157,0.012516531,0.014628693,0.011866641,0.022065034,0.029399948,0.03946351,0.03582911,0.03803099,0.046579976,0.05041521,0.07623611,0.07927679,0.08729783,0.11308144,0.12024192,0.14302908,0.14973232,0.14995952,0.1430321,0.12835173,0.0938325,0.07413623,0.042500354,0.0072765793,-0.04555108,-0.057631794,-0.076214366,-0.07295849,-0.069243036,-0.06385228
28,0.1393213,0.14092362,0.14343587,0.13225277,0.06914835,0.018287566,0.021458006,-0.00055734697,-0.008709484,0.055667225,0.027989289,0.011194454,0.05286172,0.05493167,-0.020600345,0.022885008,-0.012724288,-3.932338e-05,0.032076824,0.09768945,0.12001802,0.029769225,0.02185239,0.06061347,-0.042313613,0.0065556793,0.034555927,0.089743875,-0.011420172,-0.014616609,0.056486957,0.018055165,-0.00772205,-0.017114194,-0.002917453,-0.36262003,0.0030845164,-0.09231296,-0.102085814,-0.098046646,-0.057202358,0.03351134,-0.07150797,-0.01730395,-0.047787704,-0.12082915,-0.108716235
29,0.036431134,0.040955998,0.025240155,0.03370303,-0.012326465,-0.025547547,0.032079544,0.028453864,0.030835079,0.043360163,0.029017668,0.0437512,0.035921697,0.0506696,0.05928219,0.037571397,0.06900981,0.05827934,0.053814575,0.050903115,0.05358509,0.04793272,0.043427072,0.040531304,0.03938715,0.035981663,0.04139512,0.050115526,0.03440684,0.025795426,0.033630937,0.02090102,0.026046973,0.027535731,0.024378525,0.013167697,0.015490972,0.008979895,0.005536102,0.011309334,0.013180187,-0.0031753904,-0.005584109,0.0024174307,0.0057436484,0.010302828,0.003285972
