,key1,pruning_vertices_auto/ioi_with_mlp/0.005,pruning_vertices_auto/ioi_with_mlp/0.007,pruning_vertices_auto/ioi_with_mlp/0.01,pruning_vertices_auto/ioi_with_mlp/0.015,pruning_vertices_auto/ioi_with_mlp/0.02,pruning_vertices_auto/ioi_with_mlp/0.003,pruning_edges_auto/ioi_edges/0.0007,pruning_edges_auto/ioi_edges/0.0002,pruning_edges_auto/ioi_edges/0.0003,pruning_edges_auto/ioi_edges/0.0001,pruning_edges_auto/ioi_edges/0.001,pruning_edges_auto/ioi_edges/0.0005,pruning_edges_auto/ioi_vertex_prior/0.00015-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0001-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0003-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0005-0.005-0.3,pruning_edges_auto/ioi_vertex_prior/0.0002-0.005-0.3,pruning_edges_auto/ioi_edges_unif/0.0007,pruning_edges_auto/ioi_edges_unif/0.0002,pruning_edges_auto/ioi_edges_unif/0.0001,pruning_edges_auto/ioi_edges_unif/7e-05,pruning_edges_auto/ioi_edges_unif/0.001,pruning_edges_auto/ioi_edges_unif/0.00015,pruning_edges_auto/ioi_edges_unif/0.0005,pruning_edges_auto/ioi_edges_unif/0.002,pruning_edges_auto/ioi_edges_unif/5e-05,acdc_ioi_runs/0.00025,acdc_ioi_runs/0.0001,acdc_ioi_runs/manual,acdc_ioi_runs/0.00075,acdc_ioi_runs/0.0005,acdc_ioi_runs/7.5e-05,acdc_ioi_runs/0.002,acdc_ioi_runs/0.003,eap_ioi_runs/0.013,eap_ioi_runs/0.05,eap_ioi_runs/0.01,eap_ioi_runs/0.04,eap_ioi_runs/0.07,eap_ioi_runs/0.02
0,pruning_vertices_auto/ioi_with_mlp/0.005,1.0,1.0,0.9124203821656051,1.0,1.0,1.0,0.6653061224489796,0.4034729315628192,0.45395590142671854,0.3425381903642773,0.6565217391304348,0.5292792792792793,0.48413631022326675,0.48531139835487663,0.6297662976629766,0.7119741100323624,0.5006443298969072,0.8364485981308412,0.7655172413793103,0.6737357259380098,0.5902702702702702,0.8457142857142858,0.7535641547861507,0.8455598455598455,0.8828828828828829,0.5639374425022999,0.5129434324065196,0.44184535412605586,0.6344755970924195,0.5960264900662252,0.568733153638814,0.4312573443008226,0.6452442159383034,0.6571428571428571,0.4359205776173285,0.7488584474885844,0.41307692307692306,0.6506666666666666,0.75,0.5254010695187166
1,pruning_vertices_auto/ioi_with_mlp/0.007,1.0,1.0,0.9124203821656051,1.0,1.0,1.0,0.5918367346938775,0.3319713993871297,0.39040207522697795,0.41887125220458554,0.6086956521739131,0.46396396396396394,0.5846560846560847,0.5758377425044092,0.5461254612546126,0.6116504854368932,0.5555555555555556,0.7850467289719626,0.696551724137931,0.598694942903752,0.5070270270270271,0.8114285714285714,0.6761710794297352,0.7683397683397684,0.8288288288288288,0.4609015639374425,0.42569511025886864,0.47619047619047616,0.612668743509865,0.5115894039735099,0.4811320754716981,0.5141093474426808,0.570694087403599,0.5841269841269842,0.3871841155234657,0.6894977168949772,0.4144620811287478,0.5946666666666667,0.7094594594594594,0.46524064171123
2,pruning_vertices_auto/ioi_with_mlp/0.01,0.9124203821656051,0.9124203821656051,1.0,1.0,1.0,0.9124203821656051,0.5183673469387755,0.39490445859872614,0.3519108280254777,0.5334394904458599,0.5347826086956522,0.3738738738738739,0.6544585987261147,0.6242038216560509,0.47929936305732485,0.459546925566343,0.5939490445859873,0.7242990654205608,0.5586206896551724,0.46166394779771613,0.5414012738853503,0.7657142857142857,0.5213849287169042,0.667953667953668,0.8018018018018018,0.5461783439490446,0.4570063694267516,0.5382165605095541,0.6512738853503185,0.3708609271523179,0.39171974522292996,0.5668789808917197,0.41645244215938304,0.4158730158730159,0.39012738853503187,0.4520547945205479,0.428343949044586,0.3626666666666667,0.4594594594594595,0.3184713375796178
3,pruning_vertices_auto/ioi_with_mlp/0.015,1.0,1.0,1.0,1.0,1.0,1.0,0.43673469387755104,0.4728682170542636,0.4289405684754522,0.5788113695090439,0.44782608695652176,0.3178294573643411,0.7260981912144703,0.6976744186046512,0.5813953488372093,0.5658914728682171,0.6744186046511628,0.5794392523364486,0.4702842377260982,0.5633074935400517,0.6227390180878553,0.6171428571428571,0.4883720930232558,0.5328185328185329,0.6846846846846847,0.627906976744186,0.4883720930232558,0.58656330749354,0.7493540051679587,0.39276485788113696,0.4263565891472868,0.6253229974160207,0.31007751937984496,0.3142857142857143,0.4289405684754522,0.3013698630136986,0.4625322997416021,0.24533333333333332,0.28378378378378377,0.3488372093023256
4,pruning_vertices_auto/ioi_with_mlp/0.02,1.0,1.0,1.0,1.0,1.0,1.0,0.3394495412844037,0.5137614678899083,0.47706422018348627,0.6284403669724771,0.3302752293577982,0.3394495412844037,0.7889908256880734,0.7431192660550459,0.6605504587155964,0.6467889908256881,0.7477064220183486,0.37850467289719625,0.5412844036697247,0.6238532110091743,0.6743119266055045,0.42857142857142855,0.573394495412844,0.41743119266055045,0.4774774774774775,0.6926605504587156,0.5871559633027523,0.6697247706422018,0.8669724770642202,0.47706422018348627,0.5045871559633027,0.7247706422018348,0.41284403669724773,0.3394495412844037,0.5275229357798165,0.22018348623853212,0.555045871559633,0.29357798165137616,0.21621621621621623,0.43119266055045874
5,pruning_vertices_auto/ioi_with_mlp/0.003,1.0,1.0,0.9124203821656051,1.0,1.0,1.0,0.7510204081632653,0.5383043922369765,0.5590142671854734,0.4024713150926743,0.7913043478260869,0.6328828828828829,0.5671722643553629,0.5630482456140351,0.7306273062730627,0.7637540453074434,0.6030927835051546,0.9205607476635514,0.8804597701149425,0.8417618270799347,0.7686486486486487,0.9085714285714286,0.9083503054989817,0.9420849420849421,0.972972972972973,0.7470101195952162,0.7181208053691275,0.6400259909031839,0.8276220145379024,0.7996688741721855,0.7911051212938005,0.5975148568341437,0.8097686375321337,0.8158730158730159,0.6146209386281588,0.9041095890410958,0.5876923076923077,0.8373333333333334,0.9054054054054054,0.713903743315508
6,pruning_edges_auto/ioi_edges/0.0007,0.6653061224489796,0.5918367346938775,0.5183673469387755,0.43673469387755104,0.3394495412844037,0.7510204081632653,1.0,0.6408163265306123,0.5959183673469388,0.726530612244898,0.45217391304347826,0.5387755102040817,0.7020408163265306,0.689795918367347,0.5224489795918368,0.5836734693877551,0.6693877551020408,0.5514018691588785,0.6285714285714286,0.6816326530612244,0.7306122448979592,0.6057142857142858,0.6326530612244898,0.5020408163265306,0.6846846846846847,0.7591836734693878,0.563265306122449,0.6938775510204082,0.6081632653061224,0.46530612244897956,0.4897959183673469,0.7061224489795919,0.3795918367346939,0.32653061224489793,0.563265306122449,0.2054794520547945,0.6,0.2816326530612245,0.20945945945945946,0.4489795918367347
7,pruning_edges_auto/ioi_edges/0.0002,0.4034729315628192,0.3319713993871297,0.39490445859872614,0.4728682170542636,0.5137614678899083,0.5383043922369765,0.6408163265306123,1.0,0.4033722438391699,0.5045965270684372,0.6217391304347826,0.5112612612612613,0.473953013278856,0.4484167517875383,0.35301353013530135,0.4336569579288026,0.41062308478038817,0.719626168224299,0.5678160919540229,0.5367047308319739,0.4454054054054054,0.72,0.5458248472505092,0.667953667953668,0.7567567567567568,0.4310520939734423,0.3289070480081716,0.42288049029622066,0.32398753894080995,0.3509933774834437,0.3436657681940701,0.466802860061287,0.37532133676092544,0.38095238095238093,0.3003064351378958,0.4246575342465753,0.33299284984678246,0.36,0.4391891891891892,0.28609625668449196
8,pruning_edges_auto/ioi_edges/0.0003,0.45395590142671854,0.39040207522697795,0.3519108280254777,0.4289405684754522,0.47706422018348627,0.5590142671854734,0.5959183673469388,0.4033722438391699,1.0,0.5486381322957199,0.5304347826086957,0.48873873873873874,0.4773022049286641,0.5006485084306096,0.3125810635538262,0.36084142394822005,0.43320363164721143,0.6308411214953271,0.5379310344827586,0.4551386623164764,0.4578469520103761,0.6628571428571428,0.4989816700610998,0.6061776061776062,0.6936936936936937,0.4604409857328145,0.3424124513618677,0.43190661478599224,0.3359273670557717,0.30960264900662254,0.29514824797843664,0.48378728923476005,0.36503856041131105,0.3746031746031746,0.3216601815823606,0.3287671232876712,0.35667963683527887,0.30933333333333335,0.31756756756756754,0.25
9,pruning_edges_auto/ioi_edges/0.0001,0.3425381903642773,0.41887125220458554,0.5334394904458599,0.5788113695090439,0.6284403669724771,0.4024713150926743,0.726530612244898,0.5045965270684372,0.5486381322957199,1.0,0.6956521739130435,0.6148648648648649,0.37703141928494044,0.38760964912280704,0.4858548585485855,0.5679611650485437,0.40786082474226804,0.8084112149532711,0.728735632183908,0.6737357259380098,0.6032432432432432,0.8342857142857143,0.7107942973523421,0.7644787644787645,0.8288288288288288,0.5712971481140754,0.4506232023010546,0.39701104613385313,0.4953271028037383,0.4917218543046358,0.4811320754716981,0.3765532144786602,0.519280205655527,0.5174603174603175,0.41425992779783394,0.5616438356164384,0.40076923076923077,0.5173333333333333,0.5675675675675675,0.446524064171123
