,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0_manual,,26,963,0.0632891418412327,1.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9230769230769232,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.8571428571428571,0.7692307692307693,0.8461538461538461,0.8846153846153846,1.0,1.0,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.7692307692307693,0.9230769230769232,1.0,0.5882352941176471,0.5652173913043478,0.56,0.5,0.6923076923076923,0.7692307692307693,0.7307692307692307,0.7692307692307693,0.8846153846153846,0.8076923076923077,0.8461538461538461,0.9230769230769232,0.9615384615384616,1.0,1.0,0.875,0.8333333333333334,0.7894736842105263,0.6153846153846154,0.8076923076923077
1,acdc_ioi_runs,0.003,40,315,0.0981134112924337,0.9615384615384616,1.0,1.0,0.975,0.975,1.0,1.0,1.0,0.9523809523809524,0.8888888888888888,0.825,0.95,1.0,1.0,0.4848484848484848,0.4473684210526316,0.525,0.7,0.9,0.95,0.7647058823529411,0.6521739130434783,0.68,0.6071428571428571,0.575,0.675,0.65,0.725,0.85,0.7,0.8,0.925,0.95,0.975,1.0,1.0,0.9166666666666666,0.8947368421052632,0.8461538461538461,0.775
2,acdc_ioi_runs,0.002,47,389,0.0834921400994062,0.9615384615384616,1.0,1.0,0.9574468085106383,0.9574468085106383,1.0,0.9787234042553192,1.0,0.9523809523809524,0.925925925925926,0.8604651162790697,0.9361702127659576,1.0,1.0,0.5454545454545454,0.5789473684210527,0.5319148936170213,0.723404255319149,0.8936170212765957,0.9574468085106383,0.7647058823529411,0.6956521739130435,0.68,0.6785714285714286,0.6,0.6511627906976745,0.6170212765957447,0.723404255319149,0.8085106382978723,0.6808510638297872,0.7872340425531915,0.9361702127659576,0.9574468085106383,0.9787234042553192,1.0,1.0,0.9166666666666666,0.9473684210526316,0.9230769230769232,0.75
3,acdc_ioi_runs,0.00075,53,604,0.0718464603647589,0.9615384615384616,0.975,0.9574468085106383,1.0,0.9433962264150944,1.0,0.981132075471698,1.0,0.9523809523809524,0.8888888888888888,0.8372093023255814,0.8301886792452831,0.981132075471698,0.981132075471698,0.6363636363636364,0.631578947368421,0.5283018867924528,0.6792452830188679,0.8867924528301887,0.9622641509433962,0.8235294117647058,0.8260869565217391,0.72,0.7142857142857143,0.6888888888888889,0.6976744186046512,0.6226415094339622,0.7547169811320755,0.8113207547169812,0.6415094339622641,0.7358490566037735,0.9056603773584906,0.9622641509433962,0.981132075471698,1.0,1.0,0.9166666666666666,0.9473684210526316,0.8846153846153846,0.7727272727272727
4,acdc_ioi_runs,0.0005,62,742,0.066640462167561,0.9230769230769232,0.975,0.9574468085106383,0.9433962264150944,1.0,0.967741935483871,0.9838709677419356,0.9838709677419356,0.9523809523809524,0.925925925925926,0.9069767441860463,0.8064516129032258,0.9193548387096774,0.9516129032258064,0.696969696969697,0.6578947368421053,0.5862068965517241,0.6612903225806451,0.8387096774193549,0.9516129032258064,0.8823529411764706,0.8260869565217391,0.76,0.75,0.7333333333333333,0.7441860465116279,0.6363636363636364,0.7096774193548387,0.7903225806451613,0.6451612903225806,0.7580645161290323,0.9193548387096774,0.9516129032258064,0.967741935483871,1.0,1.0,0.9166666666666666,1.0,0.9615384615384616,0.8409090909090909
5,acdc_ioi_runs,0.00025,74,1043,0.0556214986369013,0.9615384615384616,1.0,1.0,1.0,0.967741935483871,1.0,0.9594594594594594,0.9864864864864864,1.0,1.0,0.9767441860465116,0.8382352941176471,0.8783783783783784,0.918918918918919,0.7878787878787878,0.7631578947368421,0.6896551724137931,0.6891891891891891,0.8378378378378378,0.972972972972973,1.0,0.9565217391304348,0.88,0.8214285714285714,0.8222222222222222,0.7906976744186046,0.7454545454545455,0.7142857142857143,0.7297297297297297,0.6216216216216216,0.7027027027027027,0.918918918918919,0.9594594594594594,0.972972972972973,1.0,1.0,0.9166666666666666,1.0,0.9615384615384616,0.8636363636363636
6,acdc_ioi_runs,0.0001,86,1539,0.0531752813607454,0.9615384615384616,1.0,0.9787234042553192,0.981132075471698,0.9838709677419356,0.9594594594594594,1.0,0.9883720930232558,1.0,1.0,1.0,0.8823529411764706,0.8604651162790697,0.8837209302325582,0.8787878787878788,0.8157894736842105,0.7413793103448276,0.6987951807228916,0.813953488372093,0.9534883720930232,0.9411764705882352,0.9565217391304348,0.88,0.8928571428571429,0.8666666666666667,0.813953488372093,0.8,0.8,0.7469879518072289,0.7027027027027027,0.6627906976744186,0.8953488372093024,0.9534883720930232,0.9534883720930232,1.0,1.0,0.9166666666666666,1.0,1.0,0.9090909090909092
7,acdc_ioi_runs,7.5e-05,99,1851,0.0455496970564126,0.9615384615384616,1.0,1.0,1.0,0.9838709677419356,0.9864864864864864,0.9883720930232558,1.0,1.0,1.0,0.9767441860465116,0.9411764705882352,0.8791208791208791,0.875,0.9090909090909092,0.8421052631578947,0.8448275862068966,0.8072289156626506,0.8080808080808081,0.9393939393939394,1.0,1.0,0.92,0.9285714285714286,0.8888888888888888,0.8372093023255814,0.8545454545454545,0.8428571428571429,0.7951807228915663,0.7837837837837838,0.7065217391304348,0.9090909090909092,0.9494949494949496,0.9595959595959596,1.0,1.0,1.0,1.0,1.0,0.9318181818181818
8,eap_ioi_runs,0.07,21,148,0.1775136701762676,0.8571428571428571,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3809523809523809,0.3809523809523809,0.5714285714285714,0.8095238095238095,1.0,1.0,0.4705882352941176,0.4285714285714285,0.4285714285714285,0.4761904761904761,0.6190476190476191,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.9047619047619048,0.7619047619047619,0.9523809523809524,1.0,1.0,1.0,0.8,0.625,0.6666666666666666,0.6842105263157895,0.6666666666666666,0.9047619047619048
9,eap_ioi_runs,0.05,27,219,0.150448053330183,0.7692307692307693,0.8888888888888888,0.925925925925926,0.8888888888888888,0.925925925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4074074074074074,0.3703703703703703,0.5555555555555556,0.8148148148148148,0.925925925925926,1.0,0.6470588235294118,0.4782608695652174,0.48,0.5185185185185185,0.6296296296296297,0.6666666666666666,0.6666666666666666,0.7407407407407407,0.8888888888888888,0.7407407407407407,0.9629629629629628,1.0,1.0,1.0,1.0,0.75,0.75,0.7894736842105263,0.6923076923076923,0.8888888888888888
