,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0_manual,,9,235,0.0219543362036347,1.0,0.9344262295081968,0.6785714285714286,0.6021505376344086,0.5404255319148936,0.5787234042553191,0.5872340425531914,0.6382978723404256,0.7471264367816092,0.6585365853658537,0.5534591194968553,0.4340425531914894,0.4893617021276595,0.5234042553191489,0.4299065420560747,0.3984962406015037,0.3106382978723404,0.3319148936170212,0.4552238805970149,0.3578431372549019,0.3829787234042553,0.3787234042553191,0.4170212765957446,0.4382978723404255,0.3319148936170212,0.3957446808510638,0.3914893617021276,0.4042553191489361,0.4936170212765957,0.1944444444444444,0.2189054726368159,0.5276595744680851,0.6382978723404256
1,acdc_gt_runs,0.01,10,61,0.0372950356453657,0.9344262295081968,1.0,0.9836065573770492,1.0,1.0,1.0,1.0,1.0,0.7868852459016393,0.9016393442622952,0.918032786885246,0.9508196721311476,0.9508196721311476,0.9508196721311476,0.3114754098360656,0.4098360655737705,0.5081967213114754,0.5737704918032787,0.4590163934426229,0.5081967213114754,0.6721311475409836,0.6229508196721312,0.7377049180327869,0.819672131147541,0.6065573770491803,0.6557377049180327,0.6557377049180327,0.6557377049180327,0.7377049180327869,0.1639344262295081,0.3114754098360656,0.6885245901639344,0.819672131147541
2,acdc_gt_runs,0.001,15,140,0.0225715531036257,0.6785714285714286,0.9836065573770492,1.0,0.95,0.95,0.9642857142857144,0.9642857142857144,0.9785714285714284,0.735632183908046,0.6666666666666666,0.6357142857142857,0.7857142857142857,0.8285714285714286,0.85,0.3177570093457944,0.3609022556390977,0.4071428571428571,0.4785714285714286,0.3880597014925373,0.4714285714285714,0.5428571428571428,0.55,0.6071428571428571,0.65,0.4857142857142857,0.5285714285714286,0.55,0.5428571428571428,0.6357142857142857,0.1666666666666666,0.2214285714285714,0.6214285714285714,0.7428571428571429
3,acdc_gt_runs,0.0005,20,186,0.0181037172675132,0.6021505376344086,1.0,0.95,1.0,0.9301075268817204,0.946236559139785,0.9516129032258064,0.978494623655914,0.8505747126436781,0.7804878048780488,0.6729559748427673,0.7150537634408602,0.7634408602150538,0.8172043010752689,0.4299065420560747,0.4210526315789473,0.3870967741935484,0.4354838709677419,0.4925373134328358,0.4408602150537634,0.5053763440860215,0.5,0.5752688172043011,0.6075268817204301,0.4516129032258064,0.521505376344086,0.521505376344086,0.521505376344086,0.6021505376344086,0.2083333333333333,0.2419354838709677,0.6021505376344086,0.7150537634408602
4,acdc_gt_runs,0.0002,30,298,0.0165486971382051,0.5404255319148936,1.0,0.95,0.9301075268817204,1.0,0.8926174496644296,0.9194630872483222,0.9664429530201344,0.942528735632184,0.902439024390244,0.7987421383647799,0.6040268456375839,0.6711409395973155,0.7281879194630873,0.5327102803738317,0.4962406015037593,0.3680297397769517,0.3691275167785235,0.5970149253731343,0.5,0.4452554744525547,0.4060402684563758,0.4731543624161073,0.5134228187919463,0.4302788844621514,0.4093959731543624,0.4161073825503356,0.436241610738255,0.5100671140939598,0.2916666666666667,0.2935323383084577,0.4630872483221476,0.587248322147651
5,acdc_gt_runs,0.00015,42,386,0.0168753307312726,0.5787234042553191,1.0,0.9642857142857144,0.946236559139785,0.8926174496644296,1.0,0.8549222797927462,0.9067357512953368,0.9885057471264368,0.951219512195122,0.8364779874213837,0.6332288401253918,0.5854922279792746,0.6865284974093264,0.6355140186915887,0.5037593984962406,0.4126394052044609,0.3212435233160621,0.6716417910447762,0.553921568627451,0.4890510948905109,0.4495114006514658,0.4170984455958549,0.4740932642487047,0.4621513944223107,0.3803191489361702,0.3808290155440414,0.3834196891191709,0.4585492227979275,0.2916666666666667,0.3333333333333333,0.4093264248704663,0.5362694300518135
6,acdc_gt_runs,0.0001,46,478,0.0146697845309972,0.5872340425531914,1.0,0.9642857142857144,0.9516129032258064,0.9194630872483222,0.8549222797927462,1.0,0.901673640167364,0.9885057471264368,0.967479674796748,0.8867924528301887,0.6802507836990596,0.5535714285714286,0.608786610878661,0.6261682242990654,0.556390977443609,0.4386617100371747,0.2805907172995781,0.664179104477612,0.5980392156862745,0.5401459854014599,0.4625407166123778,0.4320388349514563,0.4189473684210526,0.49800796812749,0.4175531914893617,0.3354564755838641,0.3390191897654584,0.4142259414225941,0.2916666666666667,0.3432835820895522,0.3702928870292887,0.5125523012552301
7,acdc_gt_runs,5e-05,67,771,0.0124699556734412,0.6382978723404256,1.0,0.9785714285714284,0.978494623655914,0.9664429530201344,0.9067357512953368,0.901673640167364,1.0,1.0,0.991869918699187,0.9433962264150944,0.7931034482758621,0.671875,0.5588235294117647,0.7102803738317757,0.631578947368421,0.5241635687732342,0.3713080168776371,0.6865671641791045,0.6470588235294118,0.5985401459854015,0.5635179153094463,0.5194174757281553,0.52,0.5737051792828686,0.5053191489361702,0.4225053078556263,0.4392324093816631,0.3945686900958466,0.3611111111111111,0.4029850746268656,0.3554817275747508,0.4124513618677042
8,eap_gt_runs,0.005,13,87,0.0372986525297164,0.7471264367816092,0.7868852459016393,0.735632183908046,0.8505747126436781,0.942528735632184,0.9885057471264368,0.9885057471264368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.367816091954023,0.4712643678160919,0.5632183908045977,0.4827586206896552,0.5057471264367817,0.6666666666666666,0.6091954022988506,0.7011494252873564,0.8045977011494253,0.5862068965517241,0.6666666666666666,0.6436781609195402,0.6206896551724138,0.7241379310344828,0.1666666666666666,0.2873563218390804,0.6206896551724138,0.8160919540229885
9,eap_gt_runs,0.004,16,123,0.0360903243534267,0.6585365853658537,0.9016393442622952,0.6666666666666666,0.7804878048780488,0.902439024390244,0.951219512195122,0.967479674796748,0.991869918699187,1.0,1.0,1.0,1.0,1.0,1.0,0.3364485981308411,0.3170731707317073,0.4227642276422764,0.5040650406504065,0.4227642276422764,0.4959349593495935,0.5772357723577236,0.5691056910569106,0.6341463414634146,0.7154471544715447,0.5040650406504065,0.5772357723577236,0.5691056910569106,0.5447154471544715,0.6666666666666666,0.1666666666666666,0.2276422764227642,0.5609756097560976,0.7398373983739838
