,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0_manual,,9,235,0.0219543362036347,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.25,0.2,0.4444444444444444,0.5555555555555556
1,acdc_gt_runs,0.01,10,61,0.0372950356453657,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.3,0.4,0.6,0.8,0.4,0.4,0.6,0.5,0.6,0.7,0.5,0.7,0.7,0.9,0.9,0.25,0.2,0.5,0.6
2,acdc_gt_runs,0.001,15,140,0.0225715531036257,1.0,1.0,1.0,0.9333333333333332,0.9333333333333332,1.0,1.0,1.0,0.7692307692307693,0.8,0.8,0.9333333333333332,0.9333333333333332,1.0,0.2727272727272727,0.3636363636363636,0.5333333333333333,0.7333333333333333,0.4166666666666667,0.3333333333333333,0.4666666666666667,0.4,0.6,0.6666666666666666,0.4666666666666667,0.5333333333333333,0.6666666666666666,0.7333333333333333,0.9333333333333332,0.25,0.2,0.4166666666666667,0.5333333333333333
3,acdc_gt_runs,0.0005,20,186,0.0181037172675132,1.0,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,0.875,0.8,0.9,0.95,1.0,0.3636363636363636,0.4545454545454545,0.5,0.8,0.5833333333333334,0.4375,0.5,0.4,0.6,0.65,0.55,0.65,0.75,0.85,0.85,0.5,0.6,0.6666666666666666,0.55
4,acdc_gt_runs,0.0002,30,298,0.0165486971382051,1.0,1.0,0.9333333333333332,1.0,1.0,0.9666666666666668,0.9666666666666668,1.0,0.9230769230769232,0.875,0.7083333333333334,0.8,0.8666666666666667,0.9,0.5454545454545454,0.5454545454545454,0.5,0.7666666666666667,0.6666666666666666,0.5,0.4615384615384615,0.4230769230769231,0.5333333333333333,0.6,0.6086956521739131,0.5,0.6333333333333333,0.7666666666666667,0.7333333333333333,0.75,0.8,0.75,0.5652173913043478
5,acdc_gt_runs,0.00015,42,386,0.0168753307312726,1.0,1.0,1.0,1.0,0.9666666666666668,1.0,0.8571428571428571,0.9285714285714286,1.0,1.0,0.875,0.7380952380952381,0.8333333333333334,0.9047619047619048,0.7272727272727273,0.6363636363636364,0.6176470588235294,0.6666666666666666,0.75,0.5625,0.5769230769230769,0.5769230769230769,0.4878048780487805,0.575,0.6521739130434783,0.525,0.6190476190476191,0.6666666666666666,0.7142857142857143,0.75,0.8,0.8333333333333334,0.6521739130434783
6,acdc_gt_runs,0.0001,46,478,0.0146697845309972,1.0,1.0,1.0,1.0,0.9666666666666668,0.8571428571428571,1.0,0.9565217391304348,1.0,1.0,0.875,0.7209302325581395,0.782608695652174,0.8260869565217391,0.6363636363636364,0.6363636363636364,0.5882352941176471,0.7391304347826086,0.75,0.625,0.6153846153846154,0.5769230769230769,0.5365853658536586,0.6,0.6956521739130435,0.475,0.5652173913043478,0.6304347826086957,0.6739130434782609,0.75,0.8,0.9166666666666666,0.6956521739130435
7,acdc_gt_runs,5e-05,67,771,0.0124699556734412,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9565217391304348,1.0,1.0,1.0,1.0,0.8837209302325582,0.8070175438596491,0.8059701492537313,0.8181818181818182,0.8181818181818182,0.6764705882352942,0.6417910447761194,0.75,0.75,0.6923076923076923,0.6923076923076923,0.6341463414634146,0.675,0.7391304347826086,0.625,0.5873015873015873,0.625,0.6716417910447762,0.75,0.8,0.9166666666666666,0.8260869565217391
8,eap_gt_runs,0.005,13,87,0.0372986525297164,0.8888888888888888,0.9,0.7692307692307693,0.9230769230769232,0.9230769230769232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.3636363636363636,0.5384615384615384,0.9230769230769232,0.4166666666666667,0.3846153846153846,0.5384615384615384,0.5384615384615384,0.6923076923076923,0.7692307692307693,0.5384615384615384,0.8461538461538461,0.8461538461538461,0.9230769230769232,0.8461538461538461,0.25,0.4,0.5,0.6923076923076923
9,eap_gt_runs,0.004,16,123,0.0360903243534267,1.0,1.0,0.8,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3636363636363636,0.3636363636363636,0.5,0.875,0.5833333333333334,0.4375,0.5625,0.5625,0.6875,0.75,0.5,0.75,0.8125,0.875,0.875,0.25,0.4,0.5833333333333334,0.625
